title,score,month,year,ranking,revenue,runtime,vote_count
Ed Wood,7.3,9,1994,2369,5887457,127,630
Labor Day,6.7,12,2013,2370,20275812,111,299
Mongol: The Rise of Genghis Khan,6.5,9,2007,2371,26527510,120,158
RockNRolla,6.9,9,2008,2372,25739015,114,836
Megaforce,3.5,6,1982,2373,0,99,15
Hamlet,7.3,12,1996,2374,0,242,117
Mao's Last Dancer,6.8,10,2009,2375,20719451,117,28
Midnight Special,6.2,2,2016,2376,6212282,112,694
Anything Else,6.2,8,2003,2377,0,108,149
The Railway Man,6.7,12,2013,2378,22309223,116,273
The White Ribbon,7.2,5,2009,2379,0,144,255
Restoration,5.3,5,2016,2380,0,90,11
The Wraith,5.9,11,1986,2381,35e5,93,108
Salton Sea,7,1,2002,2382,676698,103,104
Metallica: Through the Never,6.7,9,2013,2383,7972967,93,83
The Informers,4.4,11,2008,2384,382174,98,60
Carlos,6.7,5,2010,2385,871279,338,50
I Come with the Rain,5.6,5,2009,2386,0,114,20
One Man's Hero,9.3,8,1999,2387,0,121,2
Day of the Dead,6.9,7,1985,2388,34e6,96,270
I Am Wrath,4.5,4,2016,2389,0,92,179
Renaissance,6.7,3,2006,2390,1831348,105,77
Red Sonja,5,4,1985,2391,6948633,89,206
Red Lights,6,3,2012,2392,13551174,119,376
Superbad,7,8,2007,2393,121463226,113,2100
Madea Goes to Jail,6.4,2,2009,2394,90508336,103,52
Wolves,5.7,8,2014,2395,0,90,82
Step Up 2: The Streets,6.5,2,2008,2396,150816700,98,640
Hoodwinked!,5.9,12,2005,2397,51053787,80,479
Hotel Rwanda,7.5,9,2004,2398,38e6,121,793
Hitman,5.9,11,2007,2399,99965753,89,966
Black Nativity,5.8,11,2013,2400,7018189,93,16
The Prince,4.6,8,2014,2401,266586800,93,218
City of Ghosts,5.4,1,2002,2402,0,116,18
The Others,7.4,8,2001,2403,0,101,1660
Aliens,7.7,7,1986,2404,183316455,137,3220
My Fair Lady,7.4,10,1964,2405,72070731,170,352
I Know What You Did Last Summer,5.6,10,1997,2406,125586134,100,687
Let's Be Cops,6.4,8,2014,2407,136621271,104,1219
Sideways,6.9,10,2004,2408,109502303,126,478
Beerfest,5.8,8,2006,2409,19179969,110,172
Halloween,7.4,10,1978,2410,7e7,91,1035
Good Boy!,4.7,10,2003,2411,0,87,30
The Best Man Holiday,6.7,11,2013,2412,71625195,123,110
Smokin' Aces,6.4,12,2006,2413,57103895,109,534
Saw: The Final Chapter,5.8,10,2010,2414,136150434,90,730
40 Days and 40 Nights,5.2,3,2002,2415,0,94,297
A Night at the Roxbury,5.9,10,1998,2416,30331165,81,198
Beastly,6,1,2011,2417,43165571,86,849
The Hills Have Eyes,6.1,3,2006,2418,69623713,107,705
Dickie Roberts: Former Child Star,5.1,9,2003,2419,0,98,64
"McFarland, USA",7.4,2,2015,2420,45710059,128,213
Lottery Ticket,5.6,8,2010,2421,0,99,54
ATL,6,3,2006,2422,21170563,105,32
Pitch Perfect,7.3,9,2012,2423,115350426,112,2247
Summer Catch,4.8,8,2001,2424,19693891,108,63
A Simple Plan,6.9,12,1998,2425,0,121,187
They,4.6,11,2002,2426,0,89,74
Larry the Cable Guy: Health Inspector,3.3,3,2006,2427,0,89,17
The Adventures of Elmo in Grouchland,6.3,10,1999,2428,0,73,14
Brooklyn's Finest,6.2,1,2009,2429,29536299,133,293
55 Days at Peking,6.3,5,1963,2430,1e7,154,36
Evil Dead,6.4,4,2013,2431,97542952,91,1723
My Life in Ruins,5.6,2,2009,2432,20455276,95,101
American Dreamz,4.9,3,2006,2433,7314027,107,95
Superman IV: The Quest for Peace,4.1,7,1987,2434,193e5,90,318
How She Move,3,1,2008,2435,0,94,6
Running Scared,7,1,2006,2436,95e5,122,331
Bobby Jones: Stroke of Genius,5.5,4,2004,2437,0,120,19
Shanghai Surprise,2.9,8,1986,2438,0,97,15
The Illusionist,7.1,8,2006,2439,86915017,110,1615
Roar,5.6,11,1981,2440,2e6,102,19
Veronica Guerin,6.8,7,2003,2441,1569918,98,59
Escobar: Paradise Lost,6.1,10,2014,2442,3758328,120,271
Southland Tales,5.2,5,2006,2443,374743,144,153
Dragon Hunters,6.5,3,2008,2444,0,80,129
Damnation Alley,5,9,1977,2445,872e4,91,27
The Apparition,4.5,8,2012,2446,9627492,82,140
My Girl,7,11,1991,2447,0,102,428
Fur: An Imaginary Portrait of Diane Arbus,5.8,8,2006,2448,2281089,122,73
Wall Street,7,12,1987,2449,43848069,126,546
Sense and Sensibility,7.2,12,1995,2450,135e6,136,352
Becoming Jane,6.9,3,2007,2451,37311672,120,317
Sydney White,6,9,2007,2452,13620075,108,236
House of Sand and Fog,7,12,2003,2453,16942795,126,199
Dead Poets Society,8.1,6,1989,2454,235860116,129,2705
Dumb and Dumber,6.5,12,1994,2455,247275374,107,1859
When Harry Met Sally...,7.3,7,1989,2456,92823546,96,950
The Verdict,7.4,12,1982,2457,53977250,129,131
Road Trip,5.9,5,2e3,2458,119754278,93,542
Varsity Blues,6,1,1999,2459,0,106,122
The Artist,7.3,5,2011,2460,133432856,100,1049
The Unborn,4.8,1,2009,2461,76514050,87,365
Moonrise Kingdom,7.6,5,2012,2462,68263166,94,1662
The Texas Chainsaw Massacre: The Beginning,5.9,10,2006,2463,0,91,402
The Young Messiah,6.4,3,2016,2464,6490401,120,30
The Master of Disguise,3.7,8,2002,2465,0,80,78
Pan's Labyrinth,7.6,5,2006,2466,83258226,118,3041
See Spot Run,4.8,3,2001,2467,0,94,44
Baby Boy,7.4,6,2001,2468,29381649,130,55
The Roommate,5.3,2,2011,2469,40492759,91,224
Joe Dirt,5.5,4,2001,2470,30987695,91,242
Double Impact,5.3,8,1991,2471,30102717,110,215
Hot Fuzz,7.4,2,2007,2472,80573774,121,2199
The Women,4.6,9,2008,2473,50007546,114,96
Vicky Cristina Barcelona,6.7,8,2008,2474,96408652,96,1020
Arn: The Knight Templar,6.4,12,2007,2475,0,139,76
Boys and Girls,5.4,6,2e3,2476,20627372,94,103
White Oleander,7.2,10,2002,2477,0,109,108
Jennifer's Body,5.3,9,2009,2478,31556061,100,837
Drowning Mona,5.4,3,2e3,2479,15427192,96,43
Radio Days,7,1,1987,2480,0,90,127
Remember Me,6.9,3,2010,2481,0,113,948
How to Deal,5.7,7,2003,2482,0,99,42
My Stepmother is an Alien,5.3,12,1988,2483,13854e3,108,131
Philadelphia,7.6,12,1993,2484,206678440,125,988
The Thirteenth Floor,6.8,4,1999,2485,18564088,100,378
The Cookout,4.6,9,2004,2486,12,97,10
Meteor,5.1,10,1979,2487,0,107,36
Duets,5.5,9,2e3,2488,0,112,34
Hollywood Ending,6.4,5,2002,2489,0,112,113
Detroit Rock City,6.7,8,1999,2490,4217115,95,100
Highlander,6.8,3,1986,2491,59e5,116,624
Things We Lost in the Fire,6.7,9,2007,2492,2849142,113,90
Steel,4.3,8,1997,2493,1686429,97,48
The Immigrant,6.2,7,2013,2494,5867686,117,250
The White Countess,6.9,10,2005,2495,0,135,21
Trance,6.5,3,2013,2496,24261569,101,956
Soul Plane,4.7,5,2004,2497,14822346,86,108
Welcome to the Sticks,6.8,1,2008,2498,53191886,106,615
Good,6.3,12,2008,2499,0,96,29
Enter the Void,7.2,5,2009,2500,754249,161,387
Vamps,4.8,8,2012,2501,0,93,91
Hachi: A Dog's Tale,7.7,6,2009,2502,47801389,93,1717
Zulu,6.7,12,2013,2503,0,110,172
The Homesman,6.4,5,2014,2504,3442853,122,258
Juwanna Mann,4.2,6,2002,2505,0,91,20
Ararat,5.7,5,2002,2506,0,115,16
Madison,5.3,1,2001,2507,0,99,3
Slow Burn,5.5,9,2005,2508,1237615,93,16
Wasabi,6.2,10,2001,2509,0,94,283
Slither,6.3,3,2006,2510,0,95,317
Beverly Hills Cop,6.8,11,1984,2511,316360478,105,961
Home Alone,7.1,11,1990,2512,476684675,103,2414
Three Men and a Baby,5.8,11,1987,2513,0,102,253
Tootsie,6.9,12,1982,2514,1772e5,116,421
Top Gun,6.7,5,1986,2515,356830601,110,1698
"Crouching Tiger, Hidden Dragon",7.2,10,2e3,2516,213525736,120,927
American Beauty,7.9,9,1999,2517,356296601,122,3313
The King's Speech,7.6,9,2010,2518,414211549,118,2752
Twins,5.7,12,1988,2519,216614388,107,559
The Yellow Handkerchief,6.4,12,2008,2520,317e3,102,52
The Color Purple,7.7,12,1985,2521,146292009,154,338
Tidal Wave,6.5,6,2009,2522,11301649,120,48
The Imitation Game,8,11,2014,2523,233555708,113,5723
Private Benjamin,6,10,1980,2524,0,109,102
Coal Miner's Daughter,7.2,3,1980,2525,67182787,125,67
Diary of a Wimpy Kid,5.9,3,2010,2526,75700498,92,355
Mama,6,1,2013,2527,146497771,100,1401
National Lampoon's Vacation,7.1,7,1983,2528,61399552,98,410
Bad Grandpa,6,10,2013,2529,151831537,92,680
The Queen,6.8,9,2006,2530,123384128,103,338
Beetlejuice,7.1,2,1988,2531,73326666,92,1444
Why Did I Get Married?,6.1,10,2007,2532,55184721,113,33
Little Women,7,12,1994,2533,0,115,215
The Woman in Black,6.1,2,2012,2534,127730736,95,1206
When a Stranger Calls,5.4,2,2006,2535,66966987,87,268
Big Fat Liar,5.6,2,2002,2536,52970014,88,197
The Deer Hunter,7.8,12,1978,2537,5e7,183,921
Wag the Dog,6.7,12,1997,2538,64256513,97,270
The Lizzie McGuire Movie,5.7,4,2003,2539,55534455,94,280
Snitch,5.8,2,2013,2540,42930462,112,1138
Krampus,5.9,11,2015,2541,61548707,98,584
The Faculty,6.2,12,1998,2542,40283321,104,492
What's Love Got to Do with It,6.9,6,1993,2543,0,118,72
Cop Land,6.6,8,1997,2544,44862187,104,382
Not Another Teen Movie,5.5,12,2001,2545,66468332,89,431
End of Watch,7.2,9,2012,2546,48126384,109,1170
The Skulls,5.8,3,2e3,2547,35007180,106,156
The Theory of Everything,7.8,11,2014,2548,123726688,123,3311
Malibu's Most Wanted,4.7,4,2003,2549,0,86,77
Where the Heart Is,6.9,4,2e3,2550,33771174,120,155
Lawrence of Arabia,7.8,12,1962,2551,69995385,216,851
Halloween II,5.1,8,2009,2552,39421467,105,267
Wild,7,12,2014,2553,52501541,115,951
The Last House on the Left,6.2,3,2009,2554,32721635,110,440
The Wedding Date,6.2,2,2005,2555,47175038,88,230
Halloween: Resurrection,4.5,7,2002,2556,37664855,94,228
The Princess Bride,7.6,9,1987,2557,30857814,98,1486
The Great Debaters,6.9,12,2007,2558,30226144,126,151
Drive,7.4,8,2011,2559,78054825,100,3725
Confessions of a Teenage Drama Queen,5.1,2,2004,2560,29331068,89,221
The Object of My Affection,5.6,4,1998,2561,46905889,111,72
28 Weeks Later,6.5,4,2007,2562,64238440,100,1197
When the Game Stands Tall,6.3,8,2014,2563,30127963,115,130
Because of Winn-Dixie,6.1,2,2005,2564,32645546,106,61
Love & Basketball,7.4,4,2e3,2565,27728118,124,88
Grosse Pointe Blank,6.9,4,1997,2566,28084357,107,275
All About Steve,4.7,9,2009,2567,40105542,99,295
Book of Shadows: Blair Witch 2,4.3,10,2e3,2568,0,90,212
The Craft,6.3,5,1996,2569,24769466,101,380
Match Point,7.3,10,2005,2570,85306374,124,1105
Ramona and Beezus,6.1,7,2010,2571,0,103,245
The Remains of the Day,7.5,11,1993,2572,23237911,134,202
Boogie Nights,7.5,9,1997,2573,43101594,155,796
Nowhere to Run,5.5,1,1993,2574,0,94,119
Flicka,6.1,10,2006,2575,21e6,95,52
The Hills Have Eyes 2,5.2,3,2007,2576,0,89,351
Urban Legends: Final Cut,4.4,9,2e3,2577,38574362,97,100
Tuck Everlasting,6.4,10,2002,2578,0,90,128
The Marine,5,10,2006,2579,22165608,92,163
Keanu,6,4,2016,2580,20566327,94,421
Country Strong,5.9,12,2010,2581,20529194,117,80
Disturbing Behavior,5.5,7,1998,2582,17507368,84,104
The Place Beyond the Pines,6.8,3,2013,2583,35485608,140,1653
The November Man,6,8,2014,2584,32556119,108,639
Eye of the Beholder,5.3,9,1999,2585,0,109,42
The Hurt Locker,7.2,10,2008,2586,42e6,131,1840
Firestarter,5.9,5,1984,2587,17080167,114,173
Killing Them Softly,5.8,9,2012,2588,37930465,97,742
A Most Wanted Man,6.5,7,2014,2589,31554855,121,541
Freddy Got Fingered,4.6,4,2001,2590,0,87,115
VeggieTales: The Pirates Who Don't Do Anything,5.9,1,2008,2591,0,85,25
U2 3D,6.7,5,2007,2592,22730842,85,10
Highlander: Endgame,4.4,9,2e3,2593,15843608,87,104
Idlewild,5.1,8,2006,2594,0,121,17
One Day,7,3,2011,2595,59389433,107,978
Whip It,6.7,9,2009,2596,16633035,111,357
Knockaround Guys,5.9,9,2001,2597,12e6,92,97
Confidence,6.4,4,2003,2598,0,97,126
The Muse,5.3,8,1999,2599,0,97,31
De-Lovely,6.3,7,2004,2600,0,125,32
New York Stories,6.2,3,1989,2601,0,124,64
Barney's Great Adventure,2.9,1,1998,2602,0,76,8
The Man with the Iron Fists,5.2,11,2012,2603,15608545,96,358
Home Fries,4.8,11,1998,2604,10443316,93,32
Here On Earth,5.4,3,2e3,2605,0,96,48
Brazil,7.5,2,1985,2606,0,132,861
Raise Your Voice,6,8,2004,2607,14867514,103,211
The Big Lebowski,7.8,3,1998,2608,46189568,117,2926
Black Snake Moan,6.6,12,2006,2609,10903846,116,243
Dark Blue,6.5,12,2002,2610,9237470,118,85
A Mighty Heart,6.7,1,2007,2611,18928871,100,95
Whatever It Takes,5,3,2e3,2612,9902115,94,37
Boat Trip,4.7,10,2002,2613,8586376,94,146
The Importance of Being Earnest,6.7,5,2002,2614,0,97,127
The Love Letter,4.7,2,1998,2615,0,98,3
Hoot,5.5,5,2006,2616,0,91,44
In Bruges,7.4,2,2008,2617,34533783,107,1388
Peeples,5.6,5,2013,2618,0,95,26
The Rocker,5.6,8,2008,2619,8762890,102,156
Post Grad,5,8,2009,2620,6405245,89,100
Promised Land,6,9,2012,2621,8138788,106,243
Whatever Works,6.8,6,2009,2622,35097815,92,350
The In Crowd,4.7,7,2e3,2623,5217498,105,15
The Three Burials of Melquiades Estrada,7,11,2005,2624,12036149,121,177
Jakob the Liar,6,9,1999,2625,0,120,90
Kiss Kiss Bang Bang,7.2,9,2005,2626,15785148,103,886
Idle Hands,6.1,4,1999,2627,4152230,92,182
Mulholland Drive,7.6,5,2001,2628,20117339,147,1477
Blood and Chocolate,5.4,1,2007,2629,0,98,87
You Will Meet a Tall Dark Stranger,5.8,5,2010,2630,0,98,251
Never Let Me Go,6.8,9,2010,2631,9455232,104,737
The Company,7,8,2007,2632,0,276,12
Transsiberian,6.5,1,2008,2633,5926410,111,195
The Clan of the Cave Bear,4.8,1,1986,2634,0,98,27
Crazy in Alabama,6.5,10,1999,2635,0,111,12
Funny Games,6.3,10,2007,2636,7938872,112,545
Listening,5.5,9,2015,2637,0,100,31
Felicia's Journey,6.6,11,1999,2638,0,116,23
Metropolis,8,1,1927,2639,650422,153,657
District B13,6.5,11,2004,2640,9584131,84,565
Things to Do in Denver When You're Dead,6.7,12,1995,2641,529766,NA,85
The Assassin,6.6,8,2015,2642,632542,NA,157
Buffalo Soldiers,6.5,9,2001,2643,0,NA,93
The Return,7.4,6,2003,2644,0,NA,100
Ong Bak 2,6,12,2008,2645,8936663,NA,152
Centurion,5.9,2,2010,2646,6814789,NA,386
Silent Trigger,5,6,1996,2647,76382,NA,22
The Midnight Meat Train,6,8,2008,2648,3533227,NA,290
Winnie Mandela,5.2,9,2011,2649,0,NA,5
The Son of No One,4.8,11,2011,2650,0,NA,92
All The Queen's Men,6.1,10,2001,2651,23e3,NA,7
The Good Night,5.7,1,2007,2652,20380,NA,41
Bathory: Countess of Blood,5.6,7,2008,2653,0,NA,31
Khumba,5.8,7,2013,2654,27187375,NA,72
Automata,5.6,10,2014,2655,0,NA,670
Dungeons & Dragons: Wrath of the Dragon God,4.8,1,2005,2656,0,NA,36
Chiamatemi Francesco - Il Papa della gente,7.3,12,2015,2657,0,NA,12
Shinjuku Incident,6.7,3,2009,2658,0,NA,65
Pandaemonium,4.5,6,2001,2659,0,NA,2
Groundhog Day,7.4,2,1993,2660,70906973,NA,2301
Magic Mike XXL,6.3,7,2015,2661,122513057,NA,706
Romeo + Juliet,6.7,10,1996,2662,147298761,NA,1374
Sarah's Key,7.2,9,2010,2663,17511906,NA,196
Freedom,5.8,8,2014,2664,0,NA,9
Unforgiven,7.7,8,1992,2665,159157447,NA,1113
Manderlay,6.9,5,2005,2666,674918,NA,78
Slumdog Millionaire,7.6,5,2008,2667,377910544,NA,2827
Fatal Attraction,6.6,9,1987,2668,320145693,NA,291
Pretty Woman,7,3,1990,2669,463e6,NA,1746
Crocodile Dundee II,5.5,5,1988,2670,239606210,NA,303
Broken Horses,5,3,2015,2671,0,NA,10
Born on the Fourth of July,6.7,12,1989,2672,161001698,NA,395
Cool Runnings,6.8,9,1993,2673,154864401,NA,491
My Bloody Valentine,5.3,1,2009,2674,100734718,NA,299
Stomp the Yard,6.1,5,2007,2675,75511123,NA,88
The Spy Who Loved Me,6.6,7,1977,2676,185438673,NA,507
Urban Legend,5.6,9,1998,2677,72527595,NA,290
Good Deeds,6.2,2,2012,2678,0,NA,45
White Fang,6.5,1,1991,2679,34793160,NA,135
Superstar,5.1,10,1999,2680,0,NA,83
The Iron Lady,6.2,12,2011,2681,114956699,105,527
Jonah: A VeggieTales Movie,6.4,10,2002,2682,0,82,22
Poetic Justice,6.9,7,1993,2683,27515786,109,47
All About the Benjamins,5.8,3,2002,2684,25482931,95,48
Vampire in Brooklyn,4.5,10,1995,2685,198e5,100,111
Exorcist II: The Heretic,4.5,6,1977,2686,30749142,118,133
An American Haunting,5.3,5,2005,2687,0,83,142
My Boss's Daughter,4.4,8,2003,2688,0,83,180
A Perfect Getaway,6.2,6,2009,2689,22852638,98,351
Our Family Wedding,5.7,3,2010,2690,21409028,103,39
Dead Man on Campus,5.6,8,1998,2691,0,96,49
Tea with Mussolini,5.8,3,1999,2692,21001563,117,32
Thinner,5.5,10,1996,2693,0,92,124
"New York, New York",6.1,6,1977,2694,0,155,67
Crooklyn,6.7,5,1994,2695,0,115,31
I Think I Love My Wife,5,3,2007,2696,13196245,90,55
Jason X,4.5,7,2001,2697,16951798,91,291
Bobby,6.4,9,2006,2698,0,120,119
Head Over Heels,5.3,2,2001,2699,10424470,86,73
Fun Size,5.5,10,2012,2700,11417362,87,134
The Diving Bell and the Butterfly,7.4,5,2007,2701,19777647,112,283
Little Children,6.9,10,2006,2702,14821658,136,240
Gossip,5.5,4,2e3,2703,5108820,90,68
A Walk on the Moon,6.2,1,1999,2704,0,107,21
Catch a Fire,6.4,10,2006,2705,4291965,101,25
Soul Survivors,4.4,9,2001,2706,0,84,49
Jefferson in Paris,5.2,3,1995,2707,2474e3,139,10
Easy Virtue,6.3,1,2008,2708,0,93,108
Caravans,5.8,11,1978,2709,0,127,1
Mr. Turner,6.3,10,2014,2710,5405500,150,204
Wild Grass,5.8,5,2009,2711,0,104,22
Amen.,7.1,2,2002,2712,0,132,75
Reign of Assassins,6.7,9,2010,2713,0,117,57
The Lucky Ones,6.3,9,2008,2714,0,113,55
Margaret,6.1,9,2011,2715,46495,149,86
Stan Helsing,4,10,2009,2716,0,90,97
Flipped,7.4,8,2010,2717,1755212,89,418
Brokeback Mountain,7.5,9,2005,2718,178043761,134,1480
Clueless,6.9,7,1995,2719,0,97,803
Far from Heaven,6.9,9,2002,2720,29027914,107,144
Hot Tub Time Machine 2,5,2,2015,2721,12314651,93,354
Quills,6.8,11,2e3,2722,7060876,124,128
Seven Psychopaths,6.7,9,2012,2723,19422261,110,1206
The Caveman's Valentine,6,1,2001,2724,0,105,27
Downfall,7.7,9,2004,2725,92180910,156,1037
The Sea Inside,7.2,9,2004,2726,38535221,125,219
Under the Skin,6,3,2014,2727,5380251,108,1102
"Good Morning, Vietnam",7.1,12,1987,2728,123922370,121,642
The Last Godfather,4.7,12,2010,2729,167e5,100,7
Justin Bieber: Never Say Never,4.8,2,2011,2730,98441954,105,154
Black Swan,7.3,12,2010,2731,327803731,108,4430
The Godfather: Part II,8.3,12,1974,2732,47542841,200,3338
Save the Last Dance,6.3,1,2001,2733,91038276,112,352
A Nightmare on Elm Street 4: The Dream Master,5.8,8,1988,2734,725e5,99,281
Miracles from Heaven,6.7,3,2016,2735,77e6,117,186
"Dude, Where’s My Car?",5.2,12,2e3,2736,73180723,83,509
Young Guns,6.6,8,1988,2737,44726644,107,258
St. Vincent,7.1,10,2014,2738,54837234,102,763
About Last Night,6,2,2014,2739,49002684,100,210
10 Things I Hate About You,7.3,3,1999,2740,53478166,97,1701
The New Guy,5.7,5,2002,2741,0,88,151
National Lampoon's Loaded Weapon 1,5.7,2,1993,2742,0,84,157
The Shallows,6.2,6,2016,2743,119100758,86,1567
The Butterfly Effect,7.3,1,2004,2744,96060858,113,2060
Snow Day,4.8,2,2e3,2745,0,89,51
This Christmas,7.1,11,2007,2746,0,117,29
Baby Geniuses,3.3,3,1999,2747,36450736,97,75
The Big Hit,6.1,4,1998,2748,27007143,91,109
Harriet the Spy,5.7,7,1996,2749,0,100,46
Child's Play 2,5.8,11,1990,2750,35763605,84,308
No Good Deed,5.6,9,2014,2751,53830415,83,181
The Mist,6.7,11,2007,2752,57096190,126,1399
Ex Machina,7.6,1,2015,2753,36869414,108,4737
Being John Malkovich,7.3,9,1999,2754,22863596,112,1101
Two Can Play That Game,6.6,9,2001,2755,0,90,17
Earth to Echo,5.7,6,2014,2756,453e5,89,290
Crazy/Beautiful,6.6,6,2001,2757,16929123,99,96
Letters from Iwo Jima,7.2,12,2006,2758,68673228,141,541
The Astronaut Farmer,6.2,10,2006,2759,11130889,104,123
Woo,5.5,5,1998,2760,8026971,84,10
Room,8.1,10,2015,2761,35401758,117,2757
Dirty Work,6.5,6,1998,2762,0,82,66
Serial Mom,6.4,4,1994,2763,7820688,95,135
Dick,5.7,8,1999,2764,275e5,94,67
Light It Up,6.6,11,1999,2765,0,99,7
54,5.5,8,1998,2766,16757163,106,135
Bubble Boy,5.1,8,2001,2767,0,84,163
Birthday Girl,6.1,9,2001,2768,0,93,103
21 & Over,5.7,3,2013,2769,48065672,93,737
"Paris, je t'aime",6.8,5,2006,2770,4857367,120,207
Resurrecting the Champ,5.9,6,2007,2771,0,112,60
Admission,5.4,3,2013,2772,18e6,107,304
The Widow of Saint-Pierre,6.7,1,2e3,2773,0,112,11
Chloe,5.9,3,2009,2774,8459458,96,498
Faithful,4.8,4,1996,2775,9789900,91,4
Find Me Guilty,6.5,3,2006,2776,2636637,125,138
The Perks of Being a Wallflower,7.7,9,2012,2777,334e5,102,2968
Excessive Force,4.5,5,1993,2778,12e5,87,10
Infamous,6.4,11,2006,2779,1151330,110,60
The Claim,5.6,12,2e3,2780,0,120,17
The Vatican Tapes,4.6,7,2015,2781,1784763,91,243
Attack the Block,6.3,5,2011,2782,3964682,88,733
In the Land of Blood and Honey,5.8,12,2011,2783,303877,127,45
The Call,6.6,3,2013,2784,68572378,94,1257
Operation Chromite,5.8,7,2016,2785,0,110,29
The Crocodile Hunter: Collision Course,5.3,7,2002,2786,33082548,90,34
I Love You Phillip Morris,6.4,1,2009,2787,10652035,98,503
Quest for Fire,7.1,12,1981,2788,55260558,100,109
Antwone Fisher,6.7,12,2002,2789,23367586,120,137
The Emperor's Club,6.9,11,2002,2790,0,108,96
True Romance,7.5,9,1993,2791,12281551,120,749
Womb,5.9,7,2010,2792,0,111,92
Glengarry Glen Ross,7.5,9,1992,2793,10725228,100,323
The Killer Inside Me,6,2,2010,2794,0,109,173
Cat People,6,4,1982,2795,0,118,94
Sorority Row,5.4,9,2009,2796,27206120,101,177
The Prisoner of Zenda,8.4,9,1937,2797,0,101,11
Lars and the Real Girl,7.1,10,2007,2798,11293663,106,509
The Boy in the Striped Pyjamas,7.7,5,2008,2799,20416563,94,1451
Dancer in the Dark,7.6,5,2e3,2800,40031879,140,377
Oscar and Lucinda,6.2,12,1997,2801,0,132,25
The Funeral,7.3,1,1996,2802,1227324,99,31
Solitary Man,5.8,9,2009,2803,5024782,90,84
Machete,6.3,9,2010,2804,31327899,105,1150
Casino Jack,6,9,2010,2805,1083683,108,94
The Land Before Time,7,11,1988,2806,84460846,69,640
Tae Guk Gi: The Brotherhood of War,7.4,2,2004,2807,15,140,133
The Perfect Game,6.3,4,2010,2808,3878993,118,30
The Exorcist,7.5,12,1973,2809,441306145,122,2005
Jaws,7.5,6,1975,2810,470654e3,124,2542
American Pie,6.4,7,1999,2811,235483004,95,2296
Ernest & Celestine,7.6,12,2012,2812,8109160,78,142
The Golden Child,5.6,12,1986,2813,79817939,94,304
Think Like a Man,6.9,4,2012,2814,96070507,122,281
Barbershop,6.2,4,2002,2815,75781642,102,137
Star Trek II: The Wrath of Khan,7.3,6,1982,2816,968e5,113,675
Ace Ventura: Pet Detective,6.4,2,1994,2817,107217396,86,1648
WarGames,7,6,1983,2818,79567667,114,504
Witness,7,2,1985,2819,68706993,113,375
Act of Valor,6.3,2,2012,2820,81272766,110,417
Step Up,6.7,8,2006,2821,114194847,104,1060
Beavis and Butt-Head Do America,6.5,12,1996,2822,0,81,168
Jackie Brown,7.3,12,1997,2823,39673162,154,1514
Harold & Kumar Escape from Guantanamo Bay,6.2,4,2008,2824,43493123,107,497
Chronicle,6.6,2,2012,2825,145e6,84,1935
Yentl,6.2,11,1983,2826,304e5,132,51
Time Bandits,6.6,7,1981,2827,42365581,116,249
Crossroads,4.7,2,2002,2828,61141030,93,158
Project X,6.5,3,2012,2829,1e8,88,1564
Patton,7.3,1,1970,2830,898e5,172,323
One Hour Photo,6.6,8,2002,2831,52223306,96,435
Quarantine,5.5,10,2008,2832,40855419,89,339
The Eye,5.5,2,2008,2833,56309766,98,281
Johnson Family Vacation,4.7,4,2004,2834,31179516,97,30
How High,6.3,12,2001,2835,31155435,93,218
The Muppet Christmas Carol,7.2,12,1992,2836,27281507,85,212
Frida,7.3,8,2002,2837,56298474,123,383
Katy Perry: Part of Me,6.5,6,2012,2838,32726956,93,85
The Fault in Our Stars,7.6,5,2014,2839,307166834,125,3759
Rounders,6.9,9,1998,2840,22921898,121,439
Top Five,6.3,12,2014,2841,25434291,102,210
Prophecy,5.4,1,1979,2842,54e6,102,25
Stir of Echoes,6.5,9,1999,2843,21133087,99,330
Philomena,7.4,11,2013,2844,100129872,98,579
The Upside of Anger,6.4,1,2005,2845,0,118,72
The Boys from Brazil,6.6,10,1978,2846,0,125,101
Aquamarine,5.8,3,2006,2847,23006849,104,364
Paper Towns,6.1,6,2015,2848,85512300,109,1937
My Baby's Daddy,4.3,1,2004,2849,51,86,15
Nebraska,7.4,9,2013,2850,17654912,115,636
Tales from the Crypt: Demon Knight,6.7,1,1995,2851,0,92,94
Max Keeble's Big Move,5.4,10,2001,2852,17292381,86,33
Young Adult,5.6,12,2011,2853,22939027,94,364
Crank,6.6,8,2006,2854,42931041,88,1151
Def Jam's How to Be a Player,5.3,8,1997,2855,13960203,93,8
Living Out Loud,5.3,10,1998,2856,12902790,100,11
Just Wright,6.1,5,2010,2857,21520719,100,99
Rachel Getting Married,6.1,10,2008,2858,0,113,163
The Postman Always Rings Twice,6.4,3,1981,2859,0,122,110
Girl with a Pearl Earring,6.4,8,2003,2860,31466789,101,377
Das Boot,7.9,9,1981,2861,85e6,149,613
Sorority Boys,4.6,3,2002,2862,0,93,47
About Time,7.8,8,2013,2863,87100449,123,2067
House of Flying Daggers,7.1,5,2004,2864,92863945,119,439
Arbitrage,6.1,9,2012,2865,35485056,100,294
Project Almanac,6.4,1,2015,2866,32248241,106,933
Cadillac Records,6.9,12,2008,2867,0,109,86
Screwed,4.9,5,2e3,2868,0,81,23
Fortress,5.7,9,1992,2869,6739141,95,168
